Approved symbol	Ensembl gene ID
ARF4-AS1	ENSG00000272146
ARF4P1	ENSG00000271525
ARF5	ENSG00000004059
ARFGAP2	ENSG00000149182
ARFGAP3	ENSG00000242247
ARFGEF1	ENSG00000066777
ARFGEF2	ENSG00000124198
ARFGEF3	ENSG00000112379
ARFIP1	ENSG00000164144
ARFIP2	ENSG00000132254
ARG1	ENSG00000118520
ARG2	ENSG00000081181
ARGFX	ENSG00000186103
ARGFXP1	ENSG00000240058
ARGFXP2	ENSG00000265293
ARGLU1	ENSG00000134884
ARHGAP1	ENSG00000175220
ARHGAP5	ENSG00000100852
ARHGAP8	ENSG00000241484
ARHGAP9	ENSG00000123329
ARHGAP10	ENSG00000071205
ARHGAP12	ENSG00000165322
ARHGAP15	ENSG00000075884
ARHGAP17	ENSG00000140750
ARHGAP18	ENSG00000146376
ARHGAP19	ENSG00000213390
ARHGAP19-SLIT1	ENSG00000269891
ARHGAP20	ENSG00000137727
ARHGAP21	ENSG00000107863
ARHGAP22	ENSG00000128805
ARHGAP22-IT1	ENSG00000248682
ARHGAP23	ENSG00000275832
ARHGAP24	ENSG00000138639
ARHGAP25	ENSG00000163219
ARHGAP26	ENSG00000145819
ARHGAP26-AS1	ENSG00000226272
ARHGAP27	ENSG00000159314
ARHGAP27P1-BPTFP1-KPNA2P3	ENSG00000215769
ARHGAP28	ENSG00000088756
ARHGAP29	ENSG00000137962
ARHGAP30	ENSG00000186517
ARHGAP31	ENSG00000031081
ARHGAP31-AS1	ENSG00000241155
ARHGAP32	ENSG00000134909
ARHGAP35	ENSG00000160007
ARHGAP39	ENSG00000147799
ARHGAP40	ENSG00000124143
ARHGAP42	ENSG00000165895
ARHGAP44	ENSG00000006740
ARHGDIB	ENSG00000111348
ARHGEF1	ENSG00000076928
ARHGEF2	ENSG00000116584
ARHGEF3	ENSG00000163947
ARHGEF3-AS1	ENSG00000240198
ARHGEF4	ENSG00000136002
ARHGEF5	ENSG00000050327
ARHGEF7	ENSG00000102606
ARHGEF7-AS1	ENSG00000227352
ARHGEF7-IT1	ENSG00000233644
ARHGEF10	ENSG00000104728
ARHGEF10L	ENSG00000074964
ARHGEF11	ENSG00000132694
ARHGEF12	ENSG00000196914
ARHGEF15	ENSG00000198844
ARHGEF17	ENSG00000110237
ARHGEF18	ENSG00000104880
ARHGEF19	ENSG00000142632
ARHGEF19-AS1	ENSG00000234166
ARHGEF25	ENSG00000240771
ARHGEF26	ENSG00000114790
ARHGEF26-AS1	ENSG00000243069
ARHGEF28	ENSG00000214944
ARHGEF33	ENSG00000214694
ARHGEF37	ENSG00000183111
ARHGEF38	ENSG00000236699
ARHGEF38-IT1	ENSG00000249885
ARHGEF39	ENSG00000137135
ARID1A	ENSG00000117713
ARID1B	ENSG00000049618
ARID2	ENSG00000189079
ARID3A	ENSG00000116017
ARID3B	ENSG00000179361
ARID3C	ENSG00000205143
ARID4B	ENSG00000054267
ARID5A	ENSG00000196843
ARID5B	ENSG00000150347
ARIH1	ENSG00000166233
ARIH2	ENSG00000177479
ARIH2P1	ENSG00000266296
ARL1	ENSG00000120805
ARL2-SNX15	ENSG00000273003
ARL2BP	ENSG00000102931
ARL2BPP1	ENSG00000265934
ARL2BPP2	ENSG00000258071
ARL2BPP7	ENSG00000230418
ARL2BPP10	ENSG00000225225
ARL3	ENSG00000138175
ARL4AP1	ENSG00000122872
ARL4AP3	ENSG00000228291
ARL4AP5	ENSG00000218996
ARL4D	ENSG00000175906
ARL5A	ENSG00000162980
ARL5AP2	ENSG00000236818
ARL5B	ENSG00000165997
ARL5C	ENSG00000141748
ARL6	ENSG00000113966
ARL6IP1	ENSG00000170540
ARL6IP4	ENSG00000182196
ARL6IP5	ENSG00000144746
ARL6IP6	ENSG00000177917
ARL8A	ENSG00000143862
ARL8B	ENSG00000134108
ARL9	ENSG00000196503
ARL10	ENSG00000175414
ARL11	ENSG00000152213
ARL13B	ENSG00000169379
ARL14	ENSG00000179674
ARL14EP	ENSG00000152219
ARL14EPL	ENSG00000268223
ARL15	ENSG00000185305
ARL17B	ENSG00000228696
ARLNC1	ENSG00000260896
ARMC1	ENSG00000104442
ARMC2	ENSG00000118690
ARMC2-AS1	ENSG00000230290
ARMC3	ENSG00000165309
ARMC4	ENSG00000169126
ARMC4P1	ENSG00000238021
ARMC5	ENSG00000140691
ARMC6	ENSG00000105676
ARMC7	ENSG00000125449
ARMC8	ENSG00000114098
ARMC8P1	ENSG00000225254
ARMC9	ENSG00000135931
ARMC10	ENSG00000170632
ARMC12	ENSG00000157343
ARMH1	ENSG00000198520
ARMH3	ENSG00000120029
ARMH4	ENSG00000139971
ARMS2	ENSG00000254636
ARMT1	ENSG00000146476
ARNT	ENSG00000143437
ARNT2	ENSG00000172379
ARNTL	ENSG00000133794
ARNTL2	ENSG00000029153
ARNTL2-AS1	ENSG00000245311
ARPC1A	ENSG00000241685
ARPC1B	ENSG00000130429
ARPC2	ENSG00000163466
ARPC3	ENSG00000111229
ARPC3P2	ENSG00000238137
ARPC4	ENSG00000241553
ARPC4-TTLL3	ENSG00000250151
ARPC5	ENSG00000162704
ARPC5L	ENSG00000136950
ARPIN	ENSG00000242498
ARPIN-AP3S2	ENSG00000250021
ARPP19	ENSG00000128989
ARPP21	ENSG00000172995
ARPP21-AS1	ENSG00000230830
ARRB1	ENSG00000137486
ARRDC1	ENSG00000197070
ARRDC1-AS1	ENSG00000203993
ARRDC2	ENSG00000105643
ARRDC3	ENSG00000113369
ARRDC3-AS1	ENSG00000281357
ARRDC4	ENSG00000140450
ARSB	ENSG00000113273
ARSG	ENSG00000141337
ARSI	ENSG00000183876
ARSJ	ENSG00000180801
ARSK	ENSG00000164291
ART1	ENSG00000129744
ART2BP	ENSG00000237408
ART3	ENSG00000156219
ART4	ENSG00000111339
ART5	ENSG00000167311
ARTN	ENSG00000117407
ARV1	ENSG00000173409
AS3MT	ENSG00000214435
ASAH1	ENSG00000104763
ASAH2	ENSG00000188611
ASAH2B	ENSG00000204147
ASAP1	ENSG00000153317
ASAP1-IT2	ENSG00000280543
ASAP2	ENSG00000151693
ASAP3	ENSG00000088280
ASB1	ENSG00000065802
ASB2	ENSG00000100628
ASB3	ENSG00000115239
ASB4	ENSG00000005981
ASB5	ENSG00000164122
ASB6	ENSG00000148331
ASB7	ENSG00000183475
ASB8	ENSG00000177981
ASB9P1	ENSG00000258527
ASB10	ENSG00000146926
ASB14	ENSG00000239388
ASB15	ENSG00000146809
ASB16	ENSG00000161664
ASB16-AS1	ENSG00000267080
ASB17	ENSG00000154007
ASB18	ENSG00000182177
ASCC1	ENSG00000138303
ASCC2	ENSG00000100325
ASCC3	ENSG00000112249
ASCL3	ENSG00000176009
ASCL4	ENSG00000187855
ASCL5	ENSG00000232237
ASF1A	ENSG00000111875
ASH1L	ENSG00000116539
ASH2L	ENSG00000129691
ASIC1	ENSG00000110881
ASIC2	ENSG00000108684
ASIC4	ENSG00000072182
ASIC5	ENSG00000256394
ASIP	ENSG00000101440
ASL	ENSG00000126522
ASLP1	ENSG00000244723
ASNA1	ENSG00000198356
ASNS	ENSG00000070669
ASNSD1	ENSG00000138381
ASNSP1	ENSG00000248498
ASNSP6	ENSG00000267333
ASPA	ENSG00000108381
ASPH	ENSG00000198363
ASPHD1	ENSG00000174939
ASPHD2	ENSG00000128203
ASPM	ENSG00000066279
ASPN	ENSG00000106819
ASPRV1	ENSG00000244617
ASPSCR1	ENSG00000169696
ASRGL1	ENSG00000162174
ASS1	ENSG00000130707
ASS1P2	ENSG00000223922
ASS1P9	ENSG00000217791
ASS1P11	ENSG00000225308
ASTE1	ENSG00000034533
ASTL	ENSG00000188886
ASTN1	ENSG00000152092
ASTN2	ENSG00000148219
ASTN2-AS1	ENSG00000229105
ASXL1	ENSG00000171456
ASXL2	ENSG00000143970
ASXL3	ENSG00000141431
ASZ1	ENSG00000154438
ATAD1	ENSG00000138138
ATAD2	ENSG00000156802
ATAD2B	ENSG00000119778
ATAD5	ENSG00000176208
ATAT1	ENSG00000137343
ATE1	ENSG00000107669
ATE1-AS1	ENSG00000226864
ATF1	ENSG00000123268
ATF2	ENSG00000115966
ATF3	ENSG00000162772
ATF4P4	ENSG00000256167
ATF5	ENSG00000169136
ATF6	ENSG00000118217
ATF6B	ENSG00000213676
ATF7	ENSG00000170653
ATF7IP	ENSG00000171681
ATF7IP2	ENSG00000166669
ATG2A	ENSG00000110046
ATG2B	ENSG00000066739
ATG3	ENSG00000144848
ATG3P1	ENSG00000224357
ATG4C	ENSG00000125703
ATG4D	ENSG00000130734
ATG5	ENSG00000057663
ATG7	ENSG00000197548
ATG9A	ENSG00000198925
ATG10	ENSG00000152348
ATG10-AS1	ENSG00000248192
ATG12	ENSG00000145782
ATG13	ENSG00000175224
ATG14	ENSG00000126775
ATG16L1	ENSG00000085978
ATG16L2	ENSG00000168010
ATIC	ENSG00000138363
ATL1	ENSG00000198513
ATL2	ENSG00000119787
ATL3	ENSG00000184743
ATM	ENSG00000149311
ATMIN	ENSG00000166454
ATN1	ENSG00000111676
ATOH7	ENSG00000179774
ATOH8	ENSG00000168874
ATOX1	ENSG00000177556
ATP1A1	ENSG00000163399
ATP1A1-AS1	ENSG00000203865
ATP1A2	ENSG00000018625
ATP1A4	ENSG00000132681
ATP1B1	ENSG00000143153
ATP1B1P1	ENSG00000249212
ATP1B2	ENSG00000129244
ATP1B3	ENSG00000069849
ATP1B3P1	ENSG00000271707
ATP2A1	ENSG00000196296
ATP2A2	ENSG00000174437
ATP2A3	ENSG00000074370
ATP2B1	ENSG00000070961
ATP2B1-AS1	ENSG00000271614
ATP2B2	ENSG00000157087
ATP2B2-IT1	ENSG00000236999
ATP2B4	ENSG00000058668
ATP2C1	ENSG00000017260
ATP2C2	ENSG00000064270
ATP2C2-AS1	ENSG00000261286
ATP4A	ENSG00000105675
ATP5F1A	ENSG00000152234
ATP5F1AP3	ENSG00000263232
ATP5F1AP4	ENSG00000258877
ATP5F1B	ENSG00000110955
ATP5F1BP1	ENSG00000231635
ATP5F1C	ENSG00000165629
ATP5F1CP1	ENSG00000224004
ATP5F1E	ENSG00000124172
ATP5IF1	ENSG00000130770
ATP5MC1	ENSG00000159199
ATP5MC2	ENSG00000135390
ATP5MC3	ENSG00000154518
ATP5MD	ENSG00000173915
ATP5MF	ENSG00000241468
ATP5MF-PTCD1	ENSG00000248919
ATP5MFP4	ENSG00000256826
ATP5MGP6	ENSG00000267376
ATP5MPL	ENSG00000156411
ATP5PB	ENSG00000116459
ATP5PBP1	ENSG00000224451
ATP5PBP6	ENSG00000219806
ATP5PD	ENSG00000167863
ATP5PDP2	ENSG00000229184
ATP5PF	ENSG00000154723
ATP5PO	ENSG00000241837
ATP6AP1L	ENSG00000205464
ATP6V1A	ENSG00000114573
ATP6V1B1	ENSG00000116039
ATP6V1B2	ENSG00000147416
ATP6V1C1	ENSG00000155097
ATP6V1C2	ENSG00000143882
ATP6V1D	ENSG00000100554
ATP6V1E1	ENSG00000131100
ATP6V1E1P1	ENSG00000225099
ATP6V1E2	ENSG00000250565
ATP6V1F	ENSG00000128524
ATP6V1FNB	ENSG00000272899
ATP6V1G1	ENSG00000136888
ATP6V1G2	ENSG00000213760
ATP6V1G2-DDX39B	ENSG00000254870
ATP6V1G3	ENSG00000151418
ATP6V1H	ENSG00000047249
ATP6V0A1	ENSG00000033627
ATP6V0A2	ENSG00000185344
ATP6V0A4	ENSG00000105929
ATP6V0B	ENSG00000117410
ATP6V0CP4	ENSG00000284138
ATP6V0D1	ENSG00000159720
ATP6V0D2	ENSG00000147614
ATP6V0E1	ENSG00000113732
ATP6V0E1P1	ENSG00000225364
ATP7B	ENSG00000123191
ATP8A1	ENSG00000124406
ATP8A2	ENSG00000132932
ATP8A2P2	ENSG00000229800
ATP8A2P3	ENSG00000233963
ATP8B1	ENSG00000081923
ATP8B2	ENSG00000143515
ATP8B4	ENSG00000104043
ATP8B5P	ENSG00000179766
ATP9A	ENSG00000054793
ATP9B	ENSG00000166377
ATP10A	ENSG00000206190
ATP10B	ENSG00000118322
ATP10D	ENSG00000145246
ATP11A	ENSG00000068650
ATP11B	ENSG00000058063
ATP12A	ENSG00000075673
ATP13A2	ENSG00000159363
ATP13A3	ENSG00000133657
ATP13A4	ENSG00000127249
ATP13A4-AS1	ENSG00000225473
ATP13A5	ENSG00000187527
ATP13A5-AS1	ENSG00000236508
ATP23	ENSG00000166896
ATPAF1	ENSG00000123472
ATPAF2	ENSG00000171953
ATPSCKMT	ENSG00000150756
ATR	ENSG00000175054
ATRAID	ENSG00000138085
ATRIP	ENSG00000164053
ATRN	ENSG00000088812
ATRNL1	ENSG00000107518
ATXN1	ENSG00000124788
ATXN1L	ENSG00000224470
ATXN2	ENSG00000204842
ATXN2L	ENSG00000168488
ATXN3	ENSG00000066427
ATXN7	ENSG00000163635
ATXN7L1	ENSG00000146776
ATXN7L2	ENSG00000162650
ATXN7L3	ENSG00000087152
ATXN7L3B	ENSG00000253719
ATXN8OS	ENSG00000230223
ATXN10	ENSG00000130638
AUH	ENSG00000148090
AUNIP	ENSG00000127423
AUP1	ENSG00000115307
AURKA	ENSG00000087586
AURKAP1	ENSG00000213033
AURKC	ENSG00000105146
AUTS2	ENSG00000158321
AVEN	ENSG00000169857
AVIL	ENSG00000135407
AVL9	ENSG00000105778
AVPI1	ENSG00000119986
AVPR1A	ENSG00000166148
AXDND1	ENSG00000162779
AXIN1	ENSG00000103126
AXIN2	ENSG00000168646
AXL	ENSG00000167601
AZGP1	ENSG00000160862
AZGP1P1	ENSG00000214313
AZI2	ENSG00000163512
AZIN1	ENSG00000155096
AZIN1-AS1	ENSG00000253320
AZIN2	ENSG00000142920
B2M	ENSG00000166710
B3GALNT1	ENSG00000169255
B3GALNT2	ENSG00000162885
B3GALT1	ENSG00000172318
B3GALT2	ENSG00000162630
B3GALT4	ENSG00000235863
B3GALT5	ENSG00000183778
B3GALT5-AS1	ENSG00000184809
B3GAT2	ENSG00000112309
B3GAT3	ENSG00000149541
B3GLCT	ENSG00000187676
B3GNT3	ENSG00000179913
B3GNT5	ENSG00000176597
B3GNT8	ENSG00000177191
B3GNT10	ENSG00000214654
B3GNTL1	ENSG00000175711
B4GALNT1	ENSG00000135454
B4GALNT2	ENSG00000167080
B4GALNT3	ENSG00000139044
B4GALT1	ENSG00000086062
B4GALT1-AS1	ENSG00000233554
B4GALT2	ENSG00000117411
B4GALT3	ENSG00000158850
B4GALT4	ENSG00000121578
B4GALT4-AS1	ENSG00000240254
B4GALT5	ENSG00000158470
B4GALT6	ENSG00000118276
B4GAT1	ENSG00000174684
B9D1	ENSG00000108641
B9D2	ENSG00000123810
BAALC	ENSG00000164929
BAALC-AS1	ENSG00000247081
BAALC-AS2	ENSG00000236939
BAAT	ENSG00000136881
BABAM2	ENSG00000158019
BACE1	ENSG00000186318
BACE1-AS	ENSG00000278768
BACE2	ENSG00000182240
BACH1	ENSG00000156273
BACH1-IT1	ENSG00000248476
BACH1-IT3	ENSG00000234293
BACH2	ENSG00000112182
BAD	ENSG00000002330
BAG1	ENSG00000107262
BAG2	ENSG00000112208
BAG3	ENSG00000151929
BAG4	ENSG00000156735
BAG5	ENSG00000166170
BAG6	ENSG00000204463
BAHD1	ENSG00000140320
BAIAP2L1	ENSG00000006453
BAK1	ENSG00000030110
BAMBI	ENSG00000095739
BANCR	ENSG00000278910
BANF1	ENSG00000175334
BANF2	ENSG00000125888
BANK1	ENSG00000153064
BANP	ENSG00000172530
BARD1	ENSG00000138376
BARHL2	ENSG00000143032
BARX1	ENSG00000131668
BARX1-DT	ENSG00000235601
BARX2	ENSG00000043039
BASP1	ENSG00000176788
BASP1-AS1	ENSG00000215196
BATF	ENSG00000156127
BATF2	ENSG00000168062
BATF3	ENSG00000123685
BAZ1A	ENSG00000198604
BAZ1B	ENSG00000009954
BAZ2A	ENSG00000076108
BAZ2B	ENSG00000123636
BBIP1	ENSG00000214413
BBOF1	ENSG00000119636
BBOX1	ENSG00000129151
BBOX1-AS1	ENSG00000254560
BBS1	ENSG00000174483
BBS2	ENSG00000125124
BBS4	ENSG00000140463
BBS5	ENSG00000163093
BBS7	ENSG00000138686
BBS9	ENSG00000122507
BBS10	ENSG00000179941
BBS12	ENSG00000181004
BBX	ENSG00000114439
BCAN	ENSG00000132692
BCAP29	ENSG00000075790
BCAR1	ENSG00000050820
BCAR3	ENSG00000137936
BCAR4	ENSG00000262117
BCAS1	ENSG00000064787
BCAS2	ENSG00000116752
BCAS3	ENSG00000141376
BCAS4	ENSG00000124243
BCAT1	ENSG00000060982
BCCIP	ENSG00000107949
BCDIN3D	ENSG00000186666
BCDIN3D-AS1	ENSG00000258057
BCHE	ENSG00000114200
BCKDHA	ENSG00000248098
BCKDHB	ENSG00000083123
BCKDK	ENSG00000103507
BCL2	ENSG00000171791
BCL2A1	ENSG00000140379
BCL2L1	ENSG00000171552
BCL2L2	ENSG00000129473
BCL2L2-PABPN1	ENSG00000258643
BCL2L10	ENSG00000137875
BCL2L11	ENSG00000153094
BCL2L13	ENSG00000099968
BCL2L14	ENSG00000121380
BCL2L15	ENSG00000188761
BCL6	ENSG00000113916
BCL6B	ENSG00000161940
BCL7A	ENSG00000110987
BCL7B	ENSG00000106635
BCL7C	ENSG00000099385
BCL9	ENSG00000116128
BCL9L	ENSG00000186174
BCL9P1	ENSG00000249238
BCL10	ENSG00000142867
BCL11A	ENSG00000119866
BCL11B	ENSG00000127152
BCLAF1	ENSG00000029363
BCO1	ENSG00000135697
BCO2	ENSG00000197580
BCR	ENSG00000186716
BCRP2	ENSG00000169668
BCS1L	ENSG00000074582
BDH1	ENSG00000161267
BDH2	ENSG00000164039
BDKRB1	ENSG00000100739
BDKRB2	ENSG00000168398
BDNF	ENSG00000176697
BDNF-AS	ENSG00000245573
BDP1	ENSG00000145734
BDP1P	ENSG00000264736
BEAN1	ENSG00000166546
BEAN1-AS1	ENSG00000261656
BECN1	ENSG00000126581
BECN1P2	ENSG00000219669
BEGAIN	ENSG00000183092
BEND3	ENSG00000178409
BEND3P1	ENSG00000231345
BEND4	ENSG00000188848
BEND5	ENSG00000162373
BEND6	ENSG00000151917
BEND7	ENSG00000165626
BEST1	ENSG00000167995
BEST3	ENSG00000127325
BEST4	ENSG00000142959
BET1	ENSG00000105829
BET1L	ENSG00000177951
BET1P1	ENSG00000241134
BFAR	ENSG00000103429
BFSP1	ENSG00000125864
BFSP2	ENSG00000170819
BFSP2-AS1	ENSG00000249993
BHLHA15	ENSG00000180535
BHLHB9P1	ENSG00000258915
BHLHE22	ENSG00000180828
BHLHE40	ENSG00000134107
BHLHE40-AS1	ENSG00000235831
BHMG1	ENSG00000237452
BHMT	ENSG00000145692
BHMT2	ENSG00000132840
BICC1	ENSG00000122870
BICD1	ENSG00000151746
BICD2	ENSG00000185963
BICDL1	ENSG00000135127
BICRA	ENSG00000063169
BICRA-AS1	ENSG00000269806
BICRAL	ENSG00000112624
BID	ENSG00000015475
BIK	ENSG00000100290
BIN2	ENSG00000110934
BIN2P1	ENSG00000234568
BIN2P2	ENSG00000248684
BIN3	ENSG00000147439
BIRC3	ENSG00000023445
BIRC5	ENSG00000089685
BIRC6	ENSG00000115760
BIRC6-AS1	ENSG00000230046
BIRC6-AS2	ENSG00000279897
BIVM	ENSG00000134897
BIVM-ERCC5	ENSG00000270181
BLCAP	ENSG00000166619
BLK	ENSG00000136573
BLM	ENSG00000197299
BLMH	ENSG00000108578
BLNK	ENSG00000095585
BLOC1S2	ENSG00000196072
BLOC1S5	ENSG00000188428
BLOC1S5-TXNDC5	ENSG00000259040
BLOC1S6	ENSG00000104164
BLVRA	ENSG00000106605
BLZF1	ENSG00000117475
BLZF2P	ENSG00000258565
BMF	ENSG00000104081
BMI1	ENSG00000168283
BMP1	ENSG00000168487
BMP2	ENSG00000125845
BMP2K	ENSG00000138756
BMP3	ENSG00000152785
BMP4	ENSG00000125378
BMP5	ENSG00000112175
BMP6	ENSG00000153162
BMP6P1	ENSG00000236323
BMP7	ENSG00000101144
BMP7-AS1	ENSG00000235032
BMP8A	ENSG00000183682
BMP8B	ENSG00000116985
BMP10	ENSG00000163217
BMPER	ENSG00000164619
BMPR1A	ENSG00000107779
BMPR1AP1	ENSG00000219642
BMPR1B	ENSG00000138696
BMPR2	ENSG00000204217
BMS1	ENSG00000165733
BMS1P4	ENSG00000242338
BMS1P19	ENSG00000231099
BMT2	ENSG00000164603
BNC1	ENSG00000169594
BNC2	ENSG00000173068
BNIP1	ENSG00000113734
BNIP2	ENSG00000140299
BNIP3	ENSG00000176171
BNIP3L	ENSG00000104765
BNIP3P11	ENSG00000271550
BNIP3P15	ENSG00000270716
BNIP3P20	ENSG00000271704
BNIP3P34	ENSG00000269509
BNIPL	ENSG00000163141
BOC	ENSG00000144857
BOD1	ENSG00000145919
BOD1L1	ENSG00000038219
BOD1L2	ENSG00000228075
BOK	ENSG00000176720
BOLA1	ENSG00000178096
BOLA2P1	ENSG00000266575
BOLA3	ENSG00000163170
BOLA3-AS1	ENSG00000225439
BOLL	ENSG00000152430
BOP1	ENSG00000261236
BORA	ENSG00000136122
BORCS5	ENSG00000165714
BORCS7	ENSG00000166275
BORCS7-ASMT	ENSG00000270316
BORCS8	ENSG00000254901
BORCS8-MEF2B	ENSG00000064489
BPESC1	ENSG00000232416
BPGM	ENSG00000172331
BPHL	ENSG00000137274
BPI	ENSG00000101425
BPIFA1	ENSG00000198183
BPIFA2	ENSG00000131050
BPIFA3	ENSG00000131059
BPIFA4P	ENSG00000183566
BPIFB1	ENSG00000125999
BPIFB3	ENSG00000186190
BPIFB4	ENSG00000186191
BPIFB5P	ENSG00000233146
BPIFB6	ENSG00000167104
BPIFB9P	ENSG00000125997
BPIFC	ENSG00000184459
BPNT1	ENSG00000162813
BPTF	ENSG00000171634
BRAF	ENSG00000157764
BRAP	ENSG00000089234
BRCA1	ENSG00000012048
BRCA2	ENSG00000139618
BRD2	ENSG00000204256
BRD3	ENSG00000169925
BRD3OS	ENSG00000235106
BRD4	ENSG00000141867
BRD7	ENSG00000166164
BRD7P1	ENSG00000259043
BRD7P4	ENSG00000218676
BRD7P5	ENSG00000235768
BRD7P6	ENSG00000235289
BRD8	ENSG00000112983
BRD9	ENSG00000028310
BRDT	ENSG00000137948
BRF1	ENSG00000185024
BRI3	ENSG00000164713
BRI3BP	ENSG00000184992
BRI3BPP1	ENSG00000269136
BRINP1	ENSG00000078725
BRINP2	ENSG00000198797
BRINP3	ENSG00000162670
BRIP1	ENSG00000136492
BRIX1	ENSG00000113460
BRK1	ENSG00000254999
BRMS1	ENSG00000174744
BRMS1L	ENSG00000100916
BROX	ENSG00000162819
BRPF1	ENSG00000156983
BRPF3	ENSG00000096070
BRWD1	ENSG00000185658
BRWD1-AS1	ENSG00000238141
BRWD1-AS2	ENSG00000255568
BRWD1-IT1	ENSG00000237373
BSCL2	ENSG00000168000
BSDC1	ENSG00000160058
BSN	ENSG00000164061
BSN-AS1	ENSG00000235120
BSN-DT	ENSG00000226913
BSND	ENSG00000162399
BSPH1	ENSG00000188334
BSPRY	ENSG00000119411
BST1	ENSG00000109743
BSX	ENSG00000188909
BTAF1	ENSG00000095564
BTBD1	ENSG00000064726
BTBD3	ENSG00000132640
BTBD6	ENSG00000184887
BTBD7	ENSG00000011114
BTBD7P1	ENSG00000203414
BTBD7P2	ENSG00000237618
BTBD8	ENSG00000189195
BTBD9	ENSG00000183826
BTBD10	ENSG00000148925
BTBD10P1	ENSG00000257675
BTBD11	ENSG00000151136
BTBD16	ENSG00000138152
BTBD18	ENSG00000233436
BTBD19	ENSG00000222009
BTC	ENSG00000174808
BTD	ENSG00000169814
BTF3	ENSG00000145741
BTF3L4	ENSG00000134717
BTF3P1	ENSG00000254225
BTF3P5	ENSG00000233594
BTF3P9	ENSG00000224834
BTF3P10	ENSG00000231120
BTF3P12	ENSG00000213003
BTF3P13	ENSG00000227118
BTG1	ENSG00000133639
BTG2	ENSG00000159388
BTG3-AS1	ENSG00000280594
BTG4	ENSG00000137707
BTLA	ENSG00000186265
BTN1A1	ENSG00000124557
BTN2A1	ENSG00000112763
BTN2A2	ENSG00000124508
BTN2A3P	ENSG00000124549
BTN3A1	ENSG00000026950
BTN3A2	ENSG00000186470
BTN3A3	ENSG00000111801
BTNL2	ENSG00000204290
BTNL8	ENSG00000113303
BTNL10	ENSG00000215811
BTRC	ENSG00000166167
BUB1	ENSG00000169679
BUB1B	ENSG00000156970
BUB1B-PAK6	ENSG00000259288
BUB3	ENSG00000154473
BUD13	ENSG00000137656
BUD13P1	ENSG00000270689
BUD31	ENSG00000106245
BVES	ENSG00000112276
BVES-AS1	ENSG00000203808
BYSL	ENSG00000112578
BZW1	ENSG00000082153
BZW1P1	ENSG00000236686
BZW1P2	ENSG00000198406
BZW2	ENSG00000136261
C1D	ENSG00000197223
C1GALT1	ENSG00000106392
C1GALT1C1L	ENSG00000223658
C1orf21	ENSG00000116667
C1orf43	ENSG00000143612
C1orf50	ENSG00000164008
C1orf52	ENSG00000162642
C1orf54	ENSG00000118292
C1orf56	ENSG00000143443
C1orf61	ENSG00000125462
C1orf68	ENSG00000198854
C1orf74	ENSG00000162757
C1orf87	ENSG00000162598
C1orf94	ENSG00000142698
C1orf100	ENSG00000173728
C1orf105	ENSG00000180999
C1orf109	ENSG00000116922
C1orf112	ENSG00000000460
C1orf115	ENSG00000162817
C1orf116	ENSG00000182795
C1orf131	ENSG00000143633
C1orf137	ENSG00000203864
C1orf141	ENSG00000203963
C1orf143	ENSG00000228208
C1orf146	ENSG00000203910
C1orf147	ENSG00000162888
C1orf158	ENSG00000157330
C1orf162	ENSG00000143110
C1orf167	ENSG00000215910
C1orf185	ENSG00000204006
C1orf195	ENSG00000204464
C1orf198	ENSG00000119280
C1orf210	ENSG00000253313
C1orf216	ENSG00000142686
C1orf220	ENSG00000213057
C1orf226	ENSG00000239887
C1QA	ENSG00000173372
C1QB	ENSG00000173369
C1QBP	ENSG00000108561
C1QC	ENSG00000159189
C1QL1	ENSG00000131094
C1QL2	ENSG00000144119
C1QTNF1	ENSG00000173918
C1QTNF1-AS1	ENSG00000265096
C1QTNF2	ENSG00000145861
C1QTNF3	ENSG00000082196
C1QTNF3-AMACR	ENSG00000273294
C1QTNF4	ENSG00000172247
C1QTNF6	ENSG00000133466
C1QTNF7	ENSG00000163145
C1QTNF9B	ENSG00000205863
C1RL	ENSG00000139178
C1RL-AS1	ENSG00000205885
C1S	ENSG00000182326
C2	ENSG00000166278
C2-AS1	ENSG00000281756
C2CD2	ENSG00000157617
C2CD2L	ENSG00000172375
C2CD3	ENSG00000168014
C2CD4A	ENSG00000198535
C2CD4D-AS1	ENSG00000234614
C2CD5	ENSG00000111731
C2CD6	ENSG00000155754
C2orf16	ENSG00000221843
C2orf27A	ENSG00000197927
C2orf40	ENSG00000119147
C2orf42	ENSG00000115998
C2orf48	ENSG00000163009
C2orf49	ENSG00000135974
C2orf50	ENSG00000150873
C2orf66	ENSG00000187944
C2orf69	ENSG00000178074
C2orf69P2	ENSG00000260341
C2orf70	ENSG00000173557
C2orf72	ENSG00000204128
C2orf73	ENSG00000177994
C2orf74	ENSG00000237651
C2orf76	ENSG00000186132
C2orf78	ENSG00000187833
C2orf80	ENSG00000188674
C2orf81	ENSG00000284308
C2orf83	ENSG00000042304
C2orf88	ENSG00000187699
C2orf91	ENSG00000205086
C2orf92	ENSG00000228486
C3	ENSG00000125730
C3orf14	ENSG00000114405
C3orf18	ENSG00000088543
C3orf20	ENSG00000131379
C3orf33	ENSG00000174928
C3orf35	ENSG00000198590
C3orf38	ENSG00000179021
C3orf49	ENSG00000163632
C3orf52	ENSG00000114529
C3orf56	ENSG00000214324
C3orf62	ENSG00000188315
